samples,clusters,seconds
100,100,0.226938962936
200,100,0.233349084854
300,100,0.245552062988
400,100,0.261735916138
500,100,0.260302782059
600,100,0.312920093536
700,100,0.354970932007
800,100,0.371898174286
900,100,0.403796195984
1000,100,0.364036083221
1100,100,0.365863084793
1200,100,0.389221191406
1300,100,0.391584157944
1400,100,0.521470069885
1500,100,0.503741979599
1600,100,0.514574050903
1700,100,0.592657089233
1800,100,0.491832971573
1900,100,0.605851888657
2000,100,0.577670097351
2100,100,0.698625087738
2200,100,0.62887096405
2300,100,0.613860845566
2400,100,0.608306884766
2500,100,0.686347961426
2600,100,0.887714147568
2700,100,0.769536972046
2800,100,0.730695009232
2900,100,0.673329114914
3000,100,0.731192827225
3100,100,0.750868082047
3200,100,0.769015073776
3300,100,0.815498828888
3400,100,0.827736139297
3500,100,0.723767995834
3600,100,0.905834913254
3700,100,0.78521490097
3800,100,0.91618180275
3900,100,0.84991312027
4000,100,1.00865721703
4100,100,0.953878879547
4200,100,0.870151996613
4300,100,1.00784993172
4400,100,1.0519490242
4500,100,0.939924955368
4600,100,1.07552909851
4700,100,1.11371898651
4800,100,0.991698980331
4900,100,1.23209095001
5000,100,1.10647106171
5100,100,1.16815805435
5200,100,1.17907214165
5300,100,1.19237112999
5400,100,1.26087808609
5500,100,1.20494508743
5600,100,1.22651600838
5700,100,1.06068611145
5800,100,1.19956612587
5900,100,1.13704800606
6000,100,1.59702205658
6100,100,1.25993800163
6200,100,1.22848916054
6300,100,1.37909293175
6400,100,1.34614610672
6500,100,1.26542711258
6600,100,1.35989999771
6700,100,1.20600414276
6800,100,1.33507609367
6900,100,1.33175802231
7000,100,1.36380910873
7100,100,1.33488297462
7200,100,1.55343389511
7300,100,1.54809498787
7400,100,1.57318687439
7500,100,1.6811439991
100,100,0.217736005783
200,100,0.23037981987
300,100,0.244811058044
400,100,0.260242938995
500,100,0.296372890472
600,100,0.297491073608
700,100,0.301951885223
800,100,0.311715126038
900,100,0.328233003616
1000,100,0.35244679451
1100,100,0.348946094513
1200,100,0.359177112579
1300,100,0.378484964371
1400,100,0.499876022339
1500,100,0.555026054382
1600,100,0.591993093491
1700,100,0.531065940857
1800,100,0.58698797226
1900,100,0.586613178253
2000,100,0.616901159286
2100,100,0.73891711235
2200,100,0.599455833435
2300,100,0.62558889389
2400,100,0.733849048615
2500,100,0.783387899399
2600,100,0.889831781387
2700,100,0.66886305809
2800,100,0.768257141113
2900,100,0.75944018364
3000,100,0.697302818298
3100,100,0.787838935852
3200,100,0.819354057312
3300,100,0.76983499527
3400,100,0.750320196152
3500,100,0.734177827835
3600,100,0.909529924393
3700,100,0.847179889679
3800,100,0.95081782341
3900,100,0.889696836472
4000,100,0.896201848984
4100,100,0.962981939316
4200,100,0.972687005997
4300,100,0.896325111389
4400,100,1.03982400894
4500,100,1.00663304329
4600,100,0.999356985092
4700,100,1.12312412262
4800,100,1.17063498497
4900,100,1.12362098694
5000,100,1.32535409927
5100,100,1.32745099068
5200,100,1.25879597664
5300,100,1.25869297981
5400,100,1.33576703072
5500,100,1.16702985764
5600,100,1.27904105186
5700,100,1.25105690956
5800,100,1.45431184769
5900,100,1.38477897644
6000,100,1.29981684685
6100,100,1.38434100151
6200,100,1.79969286919
6300,100,1.50225305557
6400,100,1.58612513542
6500,100,1.40887093544
6600,100,1.52289295197
6700,100,1.37621593475
6800,100,1.62990808487
6900,100,1.45938777924
7000,100,1.47010707855
7100,100,1.48811817169
7200,100,1.36998200417
7300,100,1.63706612587
7400,100,1.37111401558
7500,100,1.55635595322
7600,100,1.5398440361
7700,100,1.64252114296
7800,100,1.48397397995
7900,100,1.63420295715
8000,100,1.44595003128
8100,100,1.58682894707
8200,100,1.38005495071
8300,100,1.45840597153
8400,100,1.7351398468
8500,100,1.83694505692
8600,100,1.49849414825
8700,100,2.06245589256
8800,100,1.78648495674
8900,100,1.62045001984
9000,100,1.43396019936
9100,100,1.6365571022
9200,100,1.92157196999
9300,100,1.6227748394
9400,100,1.62478709221
9500,100,2.18902397156
9600,100,1.83975100517
9700,100,1.58255887032
9800,100,1.69972395897
9900,100,1.66693592072
10000,100,2.07238602638
10100,100,1.84799909592
10200,100,1.92382407188
10300,100,1.78647994995
10400,100,1.86147904396
10500,100,2.04351401329
10600,100,2.05635499954
10700,100,1.99387001991
10800,100,1.97488689423
10900,100,1.7904419899
11000,100,1.88396716118
11100,100,2.18383216858
11200,100,2.04309916496
11300,100,2.01025485992
11400,100,2.12437605858
11500,100,2.17743182182
11600,100,2.13586401939
11700,100,2.13955712318
11800,100,2.21854901314
11900,100,2.03921222687
12000,100,2.3451628685
12100,100,2.01902008057
12200,100,2.6116271019
12300,100,3.14425706863
12400,100,2.67266893387
12500,100,2.27560210228
12600,100,2.71659398079
12700,100,2.57976579666
12800,100,2.27183508873
12900,100,2.28260183334
13000,100,2.41107296944
13100,100,2.71862196922
13200,100,2.47676992416
13300,100,2.53179907799
13400,100,2.42233800888
13500,100,2.40350103378
13600,100,2.57657790184
13700,100,2.69957208633
13800,100,2.6618180275
13900,100,2.6330769062
14000,100,2.50045204163
14100,100,2.44985485077
14200,100,2.78407001495
14300,100,2.62951517105
14400,100,2.8229329586
14500,100,2.38972115517
14600,100,2.41540288925
14700,100,2.48170900345
14800,100,2.67451190948
14900,100,2.59645915031
15000,100,2.48134613037
15100,100,2.57216191292
15200,100,2.8024969101
15300,100,2.6949300766
15400,100,2.60603499413
15500,100,2.9206161499
15600,100,2.63676095009
15700,100,2.5471971035
15800,100,2.88826704025
15900,100,2.76605200768
16000,100,2.54976391792
16100,100,2.72930288315
16200,100,2.5466799736
16300,100,2.65381503105
16400,100,2.753895998
16500,100,3.43354797363
16600,100,2.94032502174
16700,100,2.77971816063
16800,100,2.82700800896
16900,100,3.22781276703
17000,100,2.71757602692
17100,100,2.72916984558
17200,100,2.67986607552
17300,100,2.77835607529
17400,100,2.68226194382
17500,100,3.18911600113
17600,100,3.11105585098
17700,100,3.16775512695
17800,100,2.98614501953
17900,100,2.89511990547
18000,100,3.2259759903
18100,100,2.95694494247
18200,100,3.05504894257
18300,100,3.19096302986
18400,100,3.79180788994
18500,100,3.35570383072
18600,100,3.05467391014
18700,100,3.17322516441
18800,100,3.18684697151
18900,100,3.25378990173
19000,100,3.30142021179
19100,100,3.30730509758
19200,100,3.13503217697
19300,100,3.33146500587
19400,100,3.53885102272
19500,100,3.48574399948
19600,100,3.50924301147
19700,100,3.341370821
19800,100,3.16820192337
19900,100,3.34680318832
20000,100,3.43924093246
20100,100,3.74337005615
20200,100,3.39342999458
20300,100,3.16705489159
20400,100,3.25420618057
20500,100,3.48656702042
20600,100,3.29925084114
20700,100,3.46993899345
20800,100,3.20871400833
20900,100,3.34926199913
21000,100,3.64792084694
21100,100,3.48841118813
21200,100,3.71519303322
21300,100,3.52718091011
21400,100,3.31790494919
21500,100,3.57128810883
21600,100,3.50177192688
21700,100,4.02898597717
21800,100,3.68166804314
21900,100,3.92778396606
22000,100,3.86306405067
22100,100,3.86406993866
22200,100,3.68175792694
22300,100,3.78300404549
22400,100,3.5816590786
22500,100,3.88878083229
22600,100,4.11845397949
22700,100,4.41807508469
22800,100,4.08119297028
22900,100,3.94232702255
23000,100,3.62124013901
23100,100,3.5126490593
23200,100,4.54023098946
23300,100,4.35713100433
23400,100,3.58838295937
23500,100,3.91286993027
23600,100,3.94503998756
23700,100,4.09423708916
23800,100,4.0896999836
23900,100,3.78751206398
24000,100,3.94214701653
24100,100,3.98586988449
24200,100,3.89641022682
24300,100,3.8012239933
24400,100,3.6402900219
24500,100,4.2027630806
24600,100,4.39101696014
24700,100,3.9752368927
24800,100,3.87122607231
24900,100,4.26679587364
25000,100,4.03424191475
25100,100,3.9210729599
25200,100,4.1672911644
25300,100,4.44463801384
25400,100,4.19790697098
25500,100,4.62361812592
25600,100,4.12733602524
25700,100,4.23426985741
25800,100,4.07145214081
25900,100,4.12033200264
26000,100,4.74826908112
26100,100,4.51328897476
26200,100,4.27538490295
26300,100,4.46932482719
26400,100,4.03779196739
26500,100,4.3033208847
26600,100,4.18182015419
26700,100,4.55978798866
26800,100,4.59013795853
26900,100,4.63972711563
27000,100,4.74563789368
27100,100,4.57559084892
27200,100,4.55341601372
27300,100,4.80877399445
27400,100,4.54370594025
27500,100,4.54004502296
27600,100,4.67101502419
27700,100,4.72099399567
27800,100,4.89341807365
27900,100,4.33686900139
28000,100,4.27401900291
28100,100,4.78904294968
28200,100,4.24904108047
28300,100,4.65475511551
28400,100,4.52925300598
28500,100,6.44134998322
28600,100,5.774725914
28700,100,4.93486404419
28800,100,6.12965917587
28900,100,6.56717014313
29000,100,7.09228897095
29100,100,5.82065200806
29200,100,5.22464084625
29300,100,5.38841915131
29400,100,5.05528688431
29500,100,5.15604281425
29600,100,4.51023101807
29700,100,5.12078094482
29800,100,4.82183218002
29900,100,4.85934400558
30000,100,4.77412009239
30100,100,4.78549003601
30200,100,4.9426240921
30300,100,5.06046199799
30400,100,5.27686095238
30500,100,5.02119898796
30600,100,4.97499799728
30700,100,5.32190299034
30800,100,5.10789513588
30900,100,5.09943604469
31000,100,4.67067694664
31100,100,4.94384217262
31200,100,4.74024105072
31300,100,5.04347515106
31400,100,5.05866098404
31500,100,5.03048300743
31600,100,5.13636684418
31700,100,5.51676917076
31800,100,5.41688203812
31900,100,5.24216198921
32000,100,5.49098396301
32100,100,5.29885292053
32200,100,5.3499648571
32300,100,5.23492407799
32400,100,5.27752184868
32500,100,5.29912185669
32600,100,5.24718499184
32700,100,5.03745603561
32800,100,5.02744293213
32900,100,5.20728993416
33000,100,5.04346108437
33100,100,4.93429017067
33200,100,5.50967812538
33300,100,5.37627196312
33400,100,5.72917795181
33500,100,5.29620409012
33600,100,5.65557098389
33700,100,5.75982809067
33800,100,6.16475105286
33900,100,5.55167794228
34000,100,5.98091077805
34100,100,5.51634502411
34200,100,5.89111399651
34300,100,5.61329007149
34400,100,5.81607580185
34500,100,5.89978694916
34600,100,6.06021618843
34700,100,5.60500884056
34800,100,5.60604500771
34900,100,5.42615509033
35000,100,6.24195289612
35100,100,5.76453614235
35200,100,5.91535806656
35300,100,5.95460891724
35400,100,5.77467608452
35500,100,6.71915197372
35600,100,6.28687381744
35700,100,6.17253088951
35800,100,6.05590319633
35900,100,5.77708601952
36000,100,6.57072877884
36100,100,5.8884780407
36200,100,6.99098706245
36300,100,6.12771296501
36400,100,6.37919688225
36500,100,5.89175891876
36600,100,6.53888893127
36700,100,6.44080901146
36800,100,5.61949515343
36900,100,6.01214504242
37000,100,6.68316912651
37100,100,6.38491797447
37200,100,6.45244407654
37300,100,6.45830011368
37400,100,5.66845822334
37500,100,5.87807416916
37600,100,6.54477381706
37700,100,6.3360581398
37800,100,6.62928104401
37900,100,6.64059901237
38000,100,6.31619215012
38100,100,6.6011941433
38200,100,6.16761183739
38300,100,5.98503708839
38400,100,6.55903410912
38500,100,6.74632310867
38600,100,6.72816109657
38700,100,7.24278306961
38800,100,6.46154499054
38900,100,7.19747209549
39000,100,7.26882982254
39100,100,6.83061504364
39200,100,7.10433197021
39300,100,6.97750997543
39400,100,6.68328285217
39500,100,7.33794593811
39600,100,6.7073161602
39700,100,6.95064616203
39800,100,6.48853492737
39900,100,6.27000403404
40000,100,6.76232385635
40100,100,6.93868517876
40200,100,7.10435700417
40300,100,7.49234080315
40400,100,7.27643418312
40500,100,6.6835038662
40600,100,6.64352893829
40700,100,6.50411105156
40800,100,6.49628400803
40900,100,7.18465209007
41000,100,6.30393791199
41100,100,6.99212288857
41200,100,7.5172970295
41300,100,7.54806208611
41400,100,6.58345508575
41500,100,6.89622497559
41600,100,7.38566207886
41700,100,7.51852798462
41800,100,8.05104017258
41900,100,7.5722899437
42000,100,9.42690706253
42100,100,9.59478712082
42200,100,10.3833889961
42300,100,9.30061006546
42400,100,8.05761885643
42500,100,7.42416405678
42600,100,7.98675513268
42700,100,8.92129683495
42800,100,9.04666519165
42900,100,8.59627389908
43000,100,7.99937200546
43100,100,8.42806696892
43200,100,8.73228096962
43300,100,8.41306996346
43400,100,8.75022602081
43500,100,8.14384698868
43600,100,8.26633000374
43700,100,7.78912782669
43800,100,8.6251578331
43900,100,7.65862989426
44000,100,9.21602010727
44100,100,7.79930305481
44200,100,8.44059491158
44300,100,9.12910604477
44400,100,8.78218007088
44500,100,8.72242689133
44600,100,9.14309477806
44700,100,9.02678799629
44800,100,8.62107110023
44900,100,8.19798898697
45000,100,8.22029495239
45100,100,9.48124194145
45200,100,7.65335702896
45300,100,8.49814009666
45400,100,9.44540095329
45500,100,8.50390005112
45600,100,8.38408899307
45700,100,8.92133522034
45800,100,8.32589483261
45900,100,9.10395812988
46000,100,8.49333405495
46100,100,10.0523080826
46200,100,9.35863614082
46300,100,8.92588591576
46400,100,8.80714416504
46500,100,8.97276186943
46600,100,9.26855397224
46700,100,8.78944015503
46800,100,9.21694397926
46900,100,8.49171900749
47000,100,8.97784495354
47100,100,8.55449986458
47200,100,8.64727711678
47300,100,9.46441984177
47400,100,8.48602700233
47500,100,8.10932302475
47600,100,8.72089886665
47700,100,8.5122191906
47800,100,10.3155310154
47900,100,10.1979749203
48000,100,9.77043008804
48100,100,9.49486708641
48200,100,9.2340760231
48300,100,9.14478206635
48400,100,8.64300203323
48500,100,8.93389010429
48600,100,8.36032700539
48700,100,9.30405092239
48800,100,10.0867238045
48900,100,9.48219394684
49000,100,9.61530995369
49100,100,9.96974492073
49200,100,10.0720131397
49300,100,10.7250881195
49400,100,10.0420958996
49500,100,10.4624040127
49600,100,9.8968770504
49700,100,9.53721690178
49800,100,10.3507828712
49900,100,10.0832149982
50000,100,9.85739803314
50100,100,8.88704204559
50200,100,9.61754798889
50300,100,9.24757122993
50400,100,9.57485795021
50500,100,10.6182091236
50600,100,9.97900819778
50700,100,10.2334320545
50800,100,9.99514508247
50900,100,9.9307179451
51000,100,8.56631302834
51100,100,9.75443696976
51200,100,10.6769220829
51300,100,9.19184303284
51400,100,8.96828794479
51500,100,8.67758488655
51600,100,9.91990995407
51700,100,9.63424515724
51800,100,11.3111979961
51900,100,9.09624290466
52000,100,9.65788912773
52100,100,9.11343598366
52200,100,11.4377810955
52300,100,13.2052609921
52400,100,13.4749729633
52500,100,12.7867891788
52600,100,14.503633976
52700,100,10.5244729519
52800,100,9.72296500206
52900,100,10.5180521011
53000,100,9.93213605881
53100,100,10.1804559231
53200,100,9.94582700729
53300,100,10.2862091064
53400,100,9.8596739769
53500,100,10.4077141285
53600,100,11.1055319309
53700,100,11.0334019661
53800,100,9.7101662159
53900,100,10.1075510979
54000,100,10.036000967
54100,100,9.46943593025
54200,100,10.5472569466
54300,100,10.9931688309
54400,100,8.44380497932
54500,100,9.30476093292
54600,100,9.20760798454
54700,100,11.1937160492
54800,100,9.30051088333
54900,100,9.44397902489
55000,100,10.4037630558
55100,100,10.7108330727
55200,100,11.9512560368
55300,100,10.9297468662
55400,100,10.5087440014
55500,100,10.8419511318
55600,100,10.8444809914
55700,100,9.58719611168
55800,100,9.74629688263
55900,100,9.49224305153
56000,100,9.23448801041
56100,100,9.60212111473
56200,100,9.6912381649
56300,100,10.98756814
56400,100,10.291011095
56500,100,10.7353711128
56600,100,10.2004160881
56700,100,10.8529760838
56800,100,10.9511489868
56900,100,10.3182110786
57000,100,11.0306351185
57100,100,10.3541059494
57200,100,10.1329791546
57300,100,10.4979407787
57400,100,10.0847420692
57500,100,10.516865015
57600,100,10.4243869781
57700,100,10.2040569782
57800,100,10.0922000408
57900,100,10.8829340935
58000,100,12.2272350788
58100,100,11.012565136
58200,100,10.9748220444
58300,100,10.2668440342
58400,100,11.0953259468
58500,100,10.2424890995
58600,100,10.0808279514
58700,100,11.2418651581
58800,100,10.1934249401
58900,100,10.7198951244
59000,100,10.3114712238
59100,100,11.5889389515
59200,100,10.5045850277
59300,100,10.4637320042
59400,100,9.84111905098
59500,100,10.2726290226
59600,100,11.327548027
59700,100,10.8357970715
59800,100,10.6296610832
59900,100,10.8252279758
60000,100,10.0604979992
60100,100,11.6464920044
60200,100,11.6428909302
60300,100,13.9765861034
60400,100,13.1078259945
60500,100,11.0730218887
60600,100,11.3015990257
60700,100,10.8361368179
60800,100,11.233754158
60900,100,11.3155338764
61000,100,12.3996880054
61100,100,10.6895601749
61200,100,11.0701589584
61300,100,10.9449551105
61400,100,9.87286901474
61500,100,11.1046359539
61600,100,11.5466659069
61700,100,11.0310151577
61800,100,11.2071428299
61900,100,13.2888281345
62000,100,10.4535090923
62100,100,10.8650009632
62200,100,10.8135499954
62300,100,12.0778229237
62400,100,11.4592778683
62500,100,10.3496010303
62600,100,10.9361791611
62700,100,11.4237909317
62800,100,10.8676559925
62900,100,10.4215040207
63000,100,10.5100128651
63100,100,11.6518719196
63200,100,12.5354650021
63300,100,13.5590970516
63400,100,10.6601028442
63500,100,12.2615509033
63600,100,11.8133518696
63700,100,13.1985149384
63800,100,11.9992198944
63900,100,11.7978610992
